X,Y,Z
0.12697534875530186,-0.19603466002085906,0.8830431294040334
-0.07125674582645466,-0.2627957738504128,0.8440728826523975
-0.24438329148732238,-0.17466410836229285,1.0431347304699974
0.5858894274499826,-0.1800675949630433,1.2180648305822448
-0.1082306677894667,-0.2696315638746237,0.708603176257603
0.4924982603341061,-0.19702385090165206,1.2090194484509806
-0.5257281130419916,0.08187401854623037,0.9413982216496595
0.42183645953805415,-0.2311870723096246,1.1960107710931749
-0.270802868613922,-0.24231426922106175,0.6644059546562592
-0.2882530100276545,-0.24132189617272382,0.6480064700010498
0.6532713556482145,0.42547924693976685,1.1685030601385458
0.6735626619406039,-0.2906043353880068,0.9355016244812375
0.06525405736054685,0.17935167098345955,1.0766833844730477
0.4273307479588519,-0.339261325985628,0.8882130051508149
0.604466225356846,-0.21806506608313805,1.143642911462978
-0.16739725843982095,0.00868780541375189,1.0458717451557786
0.3469374116332824,0.20060420973733453,0.8036726009037847
0.4708324730817505,-0.04009161329979015,1.179399692193113
-0.18465929822837512,0.007645962142985758,1.0450709943289849
0.5739531623864944,0.16993015130008893,0.9451188817701685
0.22471102820355754,0.26785466697735727,0.7611901816572374
0.4158718812828983,0.14023036017749885,1.1088396575340234
0.07378767919363287,-0.285679426949315,0.8644899965286599
0.5339231033929611,0.18015671987326054,1.037642528490367
0.47601186087450664,-0.3302863803293416,1.1029861329751083
0.09697042266721846,-0.09430455689974147,1.0643493873583807
-0.540966924981102,-0.03360307703977832,0.9525327648072069
0.5959301946053485,0.1659269657313137,0.8829788607666875
0.034769724799987294,0.1876680590409827,0.5830824670376914
0.6540540626260863,-0.26890652520261243,0.9564533787624289
0.6297594195075491,-0.30953376079650713,0.9799950293842677
-0.306771920753473,-0.11448016286640106,1.0198879403763896
0.4360445070052794,-0.13527302836512298,1.1850038606324864
0.625453939995756,-0.13638883869444274,1.1017826744716315
0.11026591511426659,0.21129514983803258,1.0299862240369255
0.3740648114865281,-0.3191591553753107,1.0048673378881143
-0.2459708027331681,-0.23493854677381215,0.8445039632719572
0.4166779774662097,0.21012102083314912,1.0780676681645285
0.4746573948003526,-0.31412841284990034,1.2226271570321035
0.5339047310152153,-0.34955438014207585,0.9645836924318062
0.37565804771865996,-0.3288256852414391,0.8823612519236859
-0.2772786881885684,0.13968839675309563,1.2495000593480654
0.01130630372816396,0.23740523262675242,1.0330000490648672
0.46854306457087247,-0.3401164847639072,0.8992857569994938
-0.3464010832074935,-0.19457951130573845,1.0240774902994327
0.10851303447345384,0.06700317999628023,1.0421125494976877
0.3751361804105358,-0.19430666231510618,1.1782784707688088
0.4424543291122258,0.0026231228162074843,1.035000049159862
0.5912817442693293,0.10740421427590006,1.0862133048970275
0.5749779500957048,0.007468221702544913,1.111045521797525
0.14642183725008487,0.1469232506234428,0.6126489652694758
0.09996924737680006,-0.1925714467738593,0.9833461035391263
0.39264193715196233,-0.31861876045746657,1.0457492026454498
0.17126483705508821,0.17672272819732918,0.8704286127717101
0.41554025236788733,-0.3387562224013373,0.9030879054628997
0.5329655000222995,-0.33139823657285433,1.227838298344927
0.6543891961879267,-0.3311691341619588,0.9262859931849368
-0.2862031304929854,-0.23418230402045792,0.7443605149358468
0.604619133465647,0.1348215985372376,1.0818571942425999
-0.03716465062442674,0.1326633790385222,1.037131628208475
-0.3247749786092168,-0.21086729417653918,0.9659404067122104
0.5337325660444594,0.4252393866546753,1.139271590949856
0.5804765926466369,0.1457124021298919,1.004692177349945
0.5060319465417487,0.36049876417194726,1.1529039009138404
0.11158046966123378,0.10770412558903064,1.0065833811434763
0.5958401587351914,0.40162282935320776,1.1643800542580978
-0.24690075066975764,0.2269743024439144,0.6423758707336504
0.0750298190503368,-0.09289489424738741,1.097632115626789
-0.3840563299248697,-0.05621397430903012,1.008544496458234
-0.27555914589872216,-0.014339809562303414,0.6205555850303628
-0.2873645800574725,0.12038119128131829,0.9922167943097312
-0.404214944952024,0.17972211279162853,0.782251365698818
0.39080002040605877,0.024956908957569,1.0825596547823768
-0.39825649379183364,-0.11227675491687117,1.0070638011752076
0.1749968351448958,-0.054275843274124234,0.7657025358213237
0.5915512900215182,0.10032038326986965,0.9634425962393458
0.39505475464489337,-0.32913730677091546,0.9439139246886016
-0.2553717320131173,0.14382903887938114,0.6238206010584586
0.6469287911250269,-0.26210288454763697,0.9059167096953995
0.6417423263761901,-0.017666483542769364,0.9732632041222563
0.4209476438274051,0.1900361190787202,0.8370564785497804
-0.28474220144816037,0.024981276361553853,0.6663621288125984
-0.006038914990855788,-0.28288881158986523,0.7492521839156078
0.5932143260887504,-0.15366719111839477,1.223030090489858
-0.18472743500626773,-0.24754656162731786,0.803088315982097
0.35418781491703366,-0.3293343237523393,0.869638189369525
0.17453107577889523,0.06506925823291854,0.6245141770302542
0.12125374125892469,0.07280381124028296,0.6118021123923729
-0.26478592928395184,0.2972709870403381,0.7833130106902183
0.5872136902579037,-0.288398897441398,1.1443277731785395
0.5365800771371744,-0.35303855199096207,0.94218780924995
0.6095029126363287,-0.11030925110120429,1.184841835969047
0.5855801026412684,-0.2876513125971648,1.2102448850697516
